"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000004961",435.963192136172,-0.166362112576125,0.141786728980215,-1.17332640207349,0.240664938544889,0.533196504297169
"ENSG00000004975",1003.16479833127,-0.346747940303979,0.162599798918692,-2.13252379529307,0.0329638104607279,0.150963685947301
"ENSG00000005001",0,NA,NA,NA,NA,NA
"ENSG00000005007",2286.27675995712,0.221287272783182,0.0941992558621479,2.3491403489112,0.0188168126294717,0.102326975681633
"ENSG00000005020",752.819690039845,0.0733029402924765,0.150904592180528,0.485756856257787,0.6271395668321,0.852988660949452
"ENSG00000005022",1300.3667432696,-0.077183124802033,0.116845445287112,-0.660557410794908,0.5088961892557,0.776204976276849
"ENSG00000005059",215.744400092371,0.223333752600783,0.257311169186684,0.867952033744598,0.385420591812453,0.68439381674283
"ENSG00000005073",0.424982332670398,-1.07930236636265,2.58025387820358,-0.418293089482371,0.675732841560343,NA
"ENSG00000005075",614.656589191918,0.0987773493243733,0.160706698121972,0.614643636380384,0.538790090091233,0.79545386695502
"ENSG00000005100",502.327471136299,0.314431865484896,0.130849122697264,2.40301088003756,0.0162607036287445,0.0927224334300645
"ENSG00000005102",0.442262621211789,-2.19311639032443,3.46383756581174,-0.63314643041308,0.526638024312906,NA
"ENSG00000005108",12.5069565681574,0.931825433823469,0.623894022306395,1.49356365104881,0.135289705996062,0.380706539819835
"ENSG00000005156",284.201575596381,-0.385473065910847,0.204307350859976,-1.88673126193602,0.0591964806364344,0.225599068756618
"ENSG00000005175",347.42491006876,-0.199143010245022,0.288689162982227,-0.689818101198629,0.490308584009863,0.762986007709717
"ENSG00000005187",26.7924966379797,-0.327506483008707,0.41245102052436,-0.794049394258593,0.427166676533742,0.718188201166022
"ENSG00000005189",79.0300154216569,-0.439826193614043,0.271072683961487,-1.62253970848842,0.104687838021062,0.326813571142398
"ENSG00000005194",458.750922474384,0.128001736266058,0.161088911317726,0.794603025242328,0.4268444580136,0.717819384265854
"ENSG00000005206",687.428245938322,0.101318274776543,0.139402935093315,0.726801589283044,0.467347509364541,0.747502863208262
"ENSG00000005238",705.733199499233,-0.205823489524854,0.11532850548267,-1.7846714362893,0.0743146266797628,0.261378314227823
"ENSG00000005243",993.989596404182,-0.106568977506579,0.185248561010485,-0.575275602278754,0.565104919210973,0.815101050346299
"ENSG00000005249",301.336933757971,0.660280961014506,0.22556673706789,2.92720890321598,0.00342019064580081,0.0283984579663669
"ENSG00000005302",469.935385547665,0.190286827870616,0.159050032795596,1.19639603039356,0.231542049697076,0.52272593027927
"ENSG00000005339",2604.13968768159,-0.104401332172606,0.135777656823322,-0.768913933376066,0.441944405343244,0.729978007602317
"ENSG00000005379",158.961412885247,0.120941682055544,0.284870280470672,0.424550015732495,0.671164737312128,0.877828408215721
"ENSG00000005381",7.12408517617175,1.17019134148194,1.30316102491845,0.897963735183964,0.369204883575515,NA
"ENSG00000005421",0.106546340246823,-0.5479727975451,3.5338115409304,-0.155065653954152,0.876769558794206,NA
"ENSG00000005436",302.967289999217,0.156959065151086,0.139209882250638,1.12749944625692,0.259531374498702,0.556980670432145
"ENSG00000005448",234.244457375311,0.280155169186974,0.158303055515265,1.76973949286758,0.0767705476700005,0.267100837229993
"ENSG00000005469",422.232491862876,-0.273993709010043,0.243915852509754,-1.12331243004834,0.261304826512351,0.55959982634354
"ENSG00000005471",33.2839581855106,-1.22916811609893,0.509500416059263,-2.41249678578469,0.0158436771391782,0.0909944976385492
"ENSG00000005483",1867.57277020935,0.013803578120728,0.131030399674048,0.105346378817938,0.916100962713061,0.977204471072638
"ENSG00000005486",856.445860419445,-0.151783526798129,0.189515705010534,-0.800902103546996,0.42318832223638,0.715624609471774
"ENSG00000005513",4.19025057528613,-0.664739149857514,1.01931793248618,-0.65214113150759,0.514310132052006,NA
"ENSG00000005700",579.449582755315,-0.0875213502560929,0.132880287580244,-0.658648109887935,0.510121761433161,0.777127043951048
"ENSG00000005801",220.819344240061,-0.245459370014969,0.221066529575412,-1.11034162650677,0.266851841958386,0.566032373453747
"ENSG00000005810",2862.99024994653,-0.0627162845815617,0.120435293399364,-0.520746724746163,0.60254322020866,0.839002388565375
"ENSG00000005812",1499.03049853399,0.408597279763831,0.171642594415545,2.3805121400963,0.017288591359232,0.0969483723709541
"ENSG00000005844",3.21951546901152,-0.938815055266138,1.14112424414126,-0.822710638290429,0.410672564197951,NA
"ENSG00000005882",1066.40685200078,-0.12792118171723,0.145631561058771,-0.878389140288114,0.379732575700871,0.678398065190016
"ENSG00000005884",1294.27596518976,0.333534620078867,0.276376751676091,1.20681141975995,0.227504777130684,0.516885666013232
"ENSG00000005889",800.115454708102,0.0162935634136087,0.227734262436502,0.0715463858590526,0.942962908542874,0.985126994074909
"ENSG00000005893",5133.58060707205,0.0430752555250906,0.0826645473305481,0.52108499854051,0.602307560798242,0.838954107264728
"ENSG00000005961",10.2882547896421,-0.619822633493279,0.637196518930078,-0.972733866365165,0.330685588884047,0.636855702396858
"ENSG00000005981",6.43695995371267,-0.629663993690796,0.791503566241046,-0.795528940799537,0.426305883039214,NA
"ENSG00000006007",2603.73463702376,0.180766912818257,0.146939239347444,1.23021538440679,0.218616460355817,0.505067943662937
"ENSG00000006015",386.908775735769,-0.0531752737518222,0.320215053323186,-0.166061130480813,0.868108842764008,0.962595056357264
"ENSG00000006016",160.452316906975,0.192130469942418,0.492939506101783,0.389764803924533,0.696710471903661,0.890964643172756
"ENSG00000006025",160.463406583492,-0.652554601970725,0.315114137862469,-2.07085155365365,0.0383726707340831,0.166902383190031
"ENSG00000006042",3151.10977435982,0.00904096047030408,0.098184799968892,0.0920810601352606,0.926633636335838,0.979848296697804
"ENSG00000006047",0.673880264953231,-0.28828899277359,2.11000864920198,-0.136629294331387,0.891323820108563,NA
"ENSG00000006059",0,NA,NA,NA,NA,NA
"ENSG00000006062",258.268778963446,-0.584187742450786,0.273247251714171,-2.13794553755246,0.0325211637499833,0.149433563408221
"ENSG00000006071",0,NA,NA,NA,NA,NA
"ENSG00000006116",0.450684746143017,-1.01557138430551,3.11297552344815,-0.326238152743519,0.744244177342232,NA
"ENSG00000006118",458.98540697157,-0.549888036433401,0.22108725153189,-2.48719920584876,0.0128753281274611,0.0782491350282499
"ENSG00000006125",6730.77886718365,0.0802578614252492,0.108527831422019,0.739514098583247,0.459594881896337,0.741708295860767
"ENSG00000006128",0.66128073055551,1.96247700003909,3.45793653412284,0.567528345495476,0.570355274101014,NA
"ENSG00000006194",551.635247266725,0.111690123228159,0.102590118814323,1.08870254288627,0.276285080080447,0.576796707391843
"ENSG00000006210",15.8841012169951,0.950279868961396,0.61316963681672,1.54978298321292,0.121193612700763,0.357444452649085
"ENSG00000006282",1394.30895675099,-0.106981530767097,0.168558648654323,-0.634684316830829,0.525634324228742,0.786189060177457
"ENSG00000006283",61.3642320498775,-1.17347549844753,0.461209913944058,-2.54434144403466,0.0109484004701417,0.0691754380977454
"ENSG00000006327",587.259201120954,-0.146104464368197,0.321307056543871,-0.454719127366092,0.649311318367322,0.865653161678969
"ENSG00000006377",0.186293186425353,0.894699722854172,3.5338115409304,0.253182636507722,0.800127083554548,NA
"ENSG00000006432",6.99503209019926,-0.218563956252646,0.735202753906778,-0.297283919423892,0.766249757437747,NA
"ENSG00000006451",1108.16420749476,-0.569179433484938,0.210671518782099,-2.70173888134186,0.00689779102970753,0.0483025745828553
"ENSG00000006453",212.928764376348,-0.273778930114738,0.157637938515699,-1.73675786864894,0.0824299185440538,0.279409381456959
"ENSG00000006459",410.885814318294,0.00560167733292838,0.312423497968064,0.0179297567864149,0.985694890343939,0.99535598841572
"ENSG00000006468",210.179164493274,0.0486120622106955,0.406144751487983,0.119691469685615,0.904727557983934,0.973229552217251
"ENSG00000006530",277.887455661785,0.0331563103437848,0.201432210451249,0.164602822306859,0.869256609641402,0.962892622002376
"ENSG00000006534",1145.46216651212,0.427916521981315,0.262825503337596,1.62813926558589,0.103495359331756,0.324386841282997
"ENSG00000006555",4.76708315841851,-0.610580002303093,0.811523360994722,-0.752387462456628,0.451818084080088,NA
"ENSG00000006576",1076.37418478476,-0.416587761528717,0.195871238274832,-2.12684498856433,0.033432964895813,0.151963461388682
"ENSG00000006606",4.01454411368169,-0.433957880934079,0.899385404112892,-0.482504918302641,0.629447305387129,NA
"ENSG00000006607",957.991889094816,0.595861925335489,0.155053660031774,3.84294008418365,0.000121569155344638,0.00186730715790522
"ENSG00000006611",0,NA,NA,NA,NA,NA
"ENSG00000006625",177.304447555595,-0.108719218236913,0.25133888125669,-0.432560285513006,0.665334246715015,0.874771001519134
"ENSG00000006634",92.842938687114,-0.448347904396817,0.297818726994719,-1.50543892562125,0.132211267772625,0.375554705008715
"ENSG00000006638",64.0929103692678,-0.485251401133186,0.293993814908545,-1.65054969365304,0.0988305582837558,0.315141721617606
"ENSG00000006652",1086.50811752792,-0.050994019888702,0.218671138829964,-0.23319958985696,0.815606424317951,0.943277076503539
"ENSG00000006659",1.43778491344811,-0.485808154122162,1.54326977279923,-0.314791465941168,0.752919991766199,NA
"ENSG00000006695",181.541477163383,0.19612521427824,0.202800613536295,0.967083929670359,0.333502078447719,0.639110335074112
"ENSG00000006704",291.607449568848,-0.0413723899708153,0.235419432246206,-0.175739061028519,0.860498946582368,0.96005543990752
"ENSG00000006712",1114.82190220928,-0.238931913803269,0.129796464174503,-1.84081989692756,0.0656479560432146,0.241670745882737
"ENSG00000006715",2208.49179423824,-0.139604325402336,0.134206350802331,-1.04022145425857,0.298237026187986,0.601918944778391
"ENSG00000006740",43.379700039727,-0.0199689503688064,0.379717673168433,-0.0525889411524668,0.958059428460491,0.990092804096495
"ENSG00000006744",938.900417504684,0.251716749270148,0.15381742152467,1.63646449651203,0.101742410331133,0.32068445462331
"ENSG00000006747",27.7360544388753,0.203422873843708,0.487478817022407,0.417295822383104,0.676462043823564,0.880383058667
"ENSG00000006756",545.414312401993,-0.0147901884830339,0.158864975822691,-0.0930991139264149,0.925824821364428,0.979848296697804
"ENSG00000006757",168.95903743019,-0.0157237739884628,0.154076056441103,-0.102052027756003,0.918715378436663,0.977935795089024
"ENSG00000006788",11.2024027852827,2.95519566506426,1.06558260347776,2.77331448112923,0.0055488468810805,0.0410739423333158
"ENSG00000006831",1095.78070752679,0.24386939806822,0.0932019222248007,2.61657047673345,0.00888180268410909,0.0589718990139554
"ENSG00000006837",75.3675602917904,-0.148190196448868,0.313415249366703,-0.472823823181247,0.636338876141107,0.858561450258981
"ENSG00000007001",2.00323736390909,-0.28433411290885,1.40169857366522,-0.20284968412671,0.839252522808566,NA
"ENSG00000007038",0.887380960584451,0.607941216458294,1.95110338652524,0.311588417434397,0.755353337867784,NA
"ENSG00000007047",813.832894191521,-0.0377195317853224,0.175117680288932,-0.215395337141788,0.829459105114291,0.949377127188326
"ENSG00000007062",2.45626676455035,-0.552453765236131,1.02526595865661,-0.538839469477755,0.589997626716899,NA
"ENSG00000007080",662.955088766559,0.244243803157066,0.158825019014297,1.5378169300586,0.124093382877044,0.362327797122196
"ENSG00000007129",0,NA,NA,NA,NA,NA
"ENSG00000007168",3974.85824788827,0.051565954359949,0.103637244893688,0.497561995331369,0.618792796310416,0.847994417723553
"ENSG00000007171",1.482516982495,-0.538363484516166,1.78169943649398,-0.302162908899806,0.762527877851067,NA
"ENSG00000007174",2.70167247050387,0.383779638887231,1.02562238283232,0.374191949504262,0.708261513034656,NA
"ENSG00000007202",6545.03722366678,0.0244029370808404,0.0920226484583465,0.265184033383762,0.790867694238302,0.932188592827386
"ENSG00000007216",0,NA,NA,NA,NA,NA
"ENSG00000007237",425.112222586833,-0.895774919748929,0.960669066386979,-0.932449009852984,NA,NA
"ENSG00000007255",130.451959536511,0.27030667578519,0.242085504302601,1.116575222312,0.264175990729209,0.562818535917882
"ENSG00000007264",2.94325916834344,0.130029540920605,0.934638476620224,0.139122820398759,0.889353095513862,NA
"ENSG00000007306",0,NA,NA,NA,NA,NA
"ENSG00000007312",2.07733296226224,0.627355655274233,1.53120649871176,0.40971329197077,0.682016278398938,NA
"ENSG00000007314",0.779954153372703,-0.684393456024241,2.03068597952153,-0.337025745450559,0.736097492250757,NA
"ENSG00000007341",281.675425442917,0.215543120141416,0.241297144887563,0.893268423220891,0.37171344372066,0.672271328534678
"ENSG00000007350",0,NA,NA,NA,NA,NA
"ENSG00000007372",40.4540315259517,0.204825992250137,0.515864168536189,0.397054117620436,0.691327553547213,0.888906755261523
"ENSG00000007376",258.460977739524,0.120341850177406,0.199984987867698,0.601754418971784,0.547337620149637,0.801624413160772
"ENSG00000007384",1823.38777953572,0.0868116045427563,0.150639122160895,0.576288571637016,0.56442014623032,0.81483172366734
"ENSG00000007392",686.873099124053,-0.103853477906693,0.11015966731437,-0.94275409901447,0.345806694833728,0.650325448437259
"ENSG00000007402",23.7963910924727,0.739536517962881,0.519137318906016,1.42454894115745,0.154287628316621,0.412769145178454
"ENSG00000007516",11.2010825391975,-0.211644977337044,0.707152760681707,-0.299291735965246,0.764717459522533,0.922091325006091
"ENSG00000007520",580.560487206145,0.071433608215323,0.150656436193299,0.474149064057711,0.635393612948045,0.858050492028367
"ENSG00000007541",653.546283118955,0.221748013687619,0.164697298587901,1.3463973944252,0.178174390795658,0.448887043378664
"ENSG00000007545",622.76848387059,0.166768403599035,0.157642472413703,1.05789005364864,0.290105570283218,0.593015098115716
"ENSG00000007866",1620.52184915199,0.553934461373922,0.1568323950548,3.53201557102005,0.000412405071025288,0.00512797602682922
"ENSG00000007908",0,NA,NA,NA,NA,NA
"ENSG00000007923",977.439461349907,-0.0384290793756268,0.147724381428711,-0.260140397976023,0.794755477244603,0.9337945002981
"ENSG00000007933",877.805740707214,0.313996093721058,0.978772381072815,0.320806042132996,0.748357380267633,0.915794483205665
"ENSG00000007944",345.286662228229,-0.489789864742872,0.152322640725946,-3.21547645450874,0.00130228177581237,0.0129927914984705
"ENSG00000007952",10.1687462516428,0.809128458611216,0.57399151112206,1.40965230832334,0.158642373432464,0.419765294871175
"ENSG00000007968",3.95849086572913,0.162676335960858,0.819783077493918,0.198438270350933,0.84270217733409,NA
"ENSG00000008018",1517.71752051207,0.0478484393435351,0.110936141630612,0.43131515699237,0.666239230956013,0.875479131183788
"ENSG00000008056",17.7167030593017,0.676013565163086,0.458124729302829,1.47561029109221,0.140048540856608,0.388895333933503
"ENSG00000008083",305.072434597756,0.487459854580981,0.151932656611776,3.20839420208755,0.00133478408426764,0.013255629641455
"ENSG00000008086",372.53707879909,-0.17293529053288,0.189039000411842,-0.914812764329701,0.360289932669837,0.661817883470973
"ENSG00000008118",6.947918731314,-0.861305707934043,0.797917010811102,-1.0794427193105,0.280390415849756,NA
"ENSG00000008128",563.813333715399,0.133368795438244,0.368609963169701,0.361815492699648,0.71748991393329,0.900355020840142
"ENSG00000008130",1713.6319552007,0.830141261205873,0.151385287768093,5.48363234925159,4.16680278520468e-08,1.65633144834448e-06
"ENSG00000008196",1.08416182794751,-1.40315172411978,2.31102921164642,-0.607154473447849,0.543748402229704,NA
"ENSG00000008197",0,NA,NA,NA,NA,NA
"ENSG00000008226",8.16270077732332,-0.0171719477360128,0.774036918488783,-0.0221849208039573,0.982300446086802,NA
"ENSG00000008256",3740.92435461127,1.1968352108601,0.207374531184232,5.77137030292708,7.86294669982729e-09,3.76849138509128e-07
"ENSG00000008277",19.3106346175362,-0.0241064269364661,0.474529638105719,-0.0508006771351455,0.959484351299748,0.990104479222652
"ENSG00000008282",1985.33227996644,0.286864094058613,0.139662741870542,2.05397724702066,0.0399778939392649,0.171710944557232
"ENSG00000008283",526.559923099993,0.0461205199046858,0.140844948264558,0.327455975332922,0.743323035649643,0.913694292258245
"ENSG00000008294",2928.30789180736,-0.166798754517568,0.135595725173486,-1.23011809040558,0.218652886649997,0.505067943662937
"ENSG00000008300",96.2831177707404,0.526617369940245,0.302734838387358,1.73953342385531,0.0819409783238835,0.278420306097688
"ENSG00000008311",714.926322098101,1.13782474997719,0.189240333953757,6.01259111207886,1.8258115149269e-09,9.56813681438335e-08
"ENSG00000008323",11.0031983554828,0.405444187987039,0.584041381860036,0.694204555670001,0.487553936046354,0.761394551600539
"ENSG00000008324",122.640499235734,0.570316063532944,0.253286891278759,2.2516604023746,0.0243437408113067,0.121919958527527
"ENSG00000008382",158.890722523391,0.132423892708589,0.205625800842922,0.644004264862403,0.519572668416637,0.782841291897888
"ENSG00000008394",3683.6269984121,0.00405145647153649,0.377714326608351,0.0107262451703015,0.991441858689236,0.997067573871503
"ENSG00000008405",286.125102009691,0.0862976818309502,0.18746845912956,0.460331739171705,0.645278122736626,0.863252851449839
"ENSG00000008438",1.71601671351819,2.69572186153615,1.6197408790158,1.66429204600562,0.0960540811630364,NA
"ENSG00000008441",11031.7971096393,-0.312692593643873,0.144617244236245,-2.16220821586851,0.0306021305559125,0.143511462246455
"ENSG00000008513",1583.37114858265,-0.562139412912089,0.225853185594967,-2.48895941596414,0.0128117589670589,0.0779879781174065
"ENSG00000008516",23.9019134428755,-0.178258532289544,0.486706312993067,-0.366254818420823,0.71417494040526,0.899586234721415
"ENSG00000008517",119.607617110672,-0.900335920469108,0.415638409017704,-2.16615187849677,0.030299582971877,0.142541919985853
"ENSG00000008710",5182.00878157707,0.404539834888905,0.145972294920843,2.77134667991811,0.00558249554547208,0.0412401294981194
"ENSG00000008735",19.7100642494594,0.378465888242692,0.432176975743801,0.875719692358277,0.381182437204918,0.680137607383185
"ENSG00000008838",1158.52573912739,-0.0257298840859982,0.124753943888714,-0.206245055538688,0.836599495075512,0.952349475530915
"ENSG00000008853",845.571636260842,0.364274124885517,0.177902833495699,2.04760159086687,0.0405990533489189,0.173626111259513
"ENSG00000008869",715.562444905458,0.102813344605351,0.112367270020837,0.914975905228321,0.360204279429068,0.661817883470973
"ENSG00000008952",5171.56671072198,0.082956096047775,0.141494926483496,0.586283184206262,0.557685229403706,0.810369890847603
"ENSG00000008988",10959.3107578206,-0.0290054280900616,0.143611669247938,-0.201971248171939,0.839939201592971,0.953531953795491
"ENSG00000009307",15902.4117972056,-0.0196345853419317,0.102492947435181,-0.191570111244475,0.848078956616447,0.955902842251452
"ENSG00000009335",2127.18026041807,0.197193707147097,0.0931986520205297,2.11584291051398,0.0343581702076819,0.15514445074399
"ENSG00000009413",8391.06888900911,0.969287576217046,0.150655684984788,6.43379356255234,1.24457868729014e-10,8.45253103991445e-09
"ENSG00000009694",10.1257165658402,1.26320195080811,1.21706570609159,1.03790776823765,0.299312996601673,0.602686436155255
"ENSG00000009709",0,NA,NA,NA,NA,NA
"ENSG00000009724",38.9988331645701,-0.447708151653388,0.277519332573273,-1.6132503184627,0.106690135413461,0.331178950776157
"ENSG00000009765",10.717478680374,1.6031334627843,0.941617965898264,1.70253066619749,0.0886559348515854,0.293036694309747
"ENSG00000009780",176.843521397315,0.426821765706175,0.188717494439791,2.26169686585337,0.0237161385126369,0.119872593232153
"ENSG00000009790",5.5982365472662,0.327318655578117,0.709782962403989,0.461153159367913,0.644688724775127,NA
"ENSG00000009830",429.561114742382,0.117386571222007,0.142679360052375,0.822729869119936,0.410661625694033,0.706206763360091
"ENSG00000009844",867.146195689117,-0.101431793723836,0.127326807710824,-0.796625593207366,0.425668508998377,0.717374363455362
"ENSG00000009950",6.89942793039643,0.614252420235966,0.930433657699704,0.66017863299848,0.509139202373805,NA
"ENSG00000009954",2947.57029221357,-0.0233654141664772,0.0833381498353922,-0.280368765236907,0.779194598170322,0.928126639485357
"ENSG00000010017",2202.06085895341,0.716872638971712,0.156810110094439,4.57159706437278,4.84020990752719e-06,0.000115259401021225
